stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,trial.stopped,corrAns,tilt,key resp.corr,stair.response,key_resp.rt,grating.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
75,0.5,19.5,95.04245840001386,,95.0266025000019,95.04245840001386,95.52617760002613,95.52617760002613,95.54280880000442,96.17688590002945,right,19.5,0,0,0.6356896000215784,95.82692299998598,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
76,0.5,20.0,96.19386070000473,,96.17711039999267,96.19386070000473,96.67695400002412,96.67695400002412,96.69453029998112,97.47643680003239,left,-20.0,1,1,0.7982363000046462,96.99347799998941,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
77,0.5,20.0,97.49251619999995,,97.47663930000272,97.49251619999995,97.9760999000282,97.9760999000282,97.99273260001792,98.52650879998691,right,20.0,1,1,0.5375237000407651,98.27578850003192,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
78,0.5,20.0,98.54197030002251,,98.5266814000206,98.54197030002251,99.02613160002511,99.02613160002511,99.04399690002901,99.7257633000263,left,-20.0,0,0,0.6954694999731146,99.32619260001229,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
79,0.5,20.0,99.74220189999323,,99.72600359999342,99.74220189999323,100.22706890001427,100.22706890001427,100.241817000031,100.89217770000687,right,20.0,1,1,0.6600756000261754,100.54213319998235,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
80,0.5,20.0,100.91015429998515,,100.89235560002271,100.91015429998515,101.3918246999965,101.3918246999965,101.42540320003172,102.09234390000347,left,-20.0,0,0,0.6968958000070415,101.69317530002445,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
81,0.5,20.0,102.10872830002336,,102.09262730000773,102.10872830002336,102.59164220001549,102.59164220001549,102.60851470002672,103.14288790000137,right,20.0,0,0,0.5504701999598183,102.89210110000568,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
82,0.5,20.0,103.15991109999595,,103.14306939998642,103.15991109999595,103.6420586000313,103.6420586000313,103.67497210000874,104.25834699999541,left,-20.0,0,0,0.6119807999930345,103.94109670002945,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
83,0.5,20.0,104.27447100001154,,104.25852229999145,104.27447100001154,104.75973619997967,104.75973619997967,104.77651380002499,105.37511010002345,right,20.0,1,1,0.6082427999936044,105.07437490002485,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
84,0.5,20.0,105.39136790001066,,105.37531390000368,105.39136790001066,105.87457510002423,105.87457510002423,105.89085070003057,106.50980759999948,right,20.0,1,1,0.6323892999789678,106.17414010001812,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
85,0.5,20.0,106.52386940002907,,106.50999809999485,106.52386940002907,107.02594920003321,107.02594920003321,107.02594920003321,107.62430409999797,right,20.0,0,0,0.5875028999871574,107.32491409999784,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
86,0.5,20.0,107.64085780002642,,107.62448820000282,107.64085780002642,108.12433389999205,108.12433389999205,108.14091379998717,108.7243146999972,left,-20.0,0,0,0.5948327000369318,108.42365020001307,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
87,0.5,20.0,108.74053539999295,,108.72452799999155,108.74053539999295,109.22481729998253,109.22481729998253,109.24036649998743,109.9263044000254,right,20.0,1,1,0.6991481999866664,109.54072889999952,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
88,0.5,20.0,109.94173100002808,,109.92654980003135,109.94173100002808,110.44019090000074,110.44019090000074,110.45679600001313,111.07411159999901,left,-20.0,0,0,0.6175482000107877,110.74117980001029,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
89,0.5,20.0,111.09046690003015,,111.07431749999523,111.09046690003015,111.57427939999616,111.57427939999616,111.5910921000177,112.22399020002922,right,20.0,0,0,0.6324767000041902,111.89015970000764,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
90,0.5,20.0,112.24022909998894,,112.22420150000835,112.24022909998894,112.72306450002361,112.72306450002361,112.7398705999949,113.34057830000529,right,20.0,1,1,0.6041281999787316,113.0229836999788,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
91,0.5,20.0,113.35834239999531,,113.34075879998272,113.35834239999531,113.85684239998227,113.85684239998227,113.8732888000086,114.45688910002355,left,-20.0,0,0,0.5949107999913394,114.15787900000578,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
92,0.5,20.0,114.47334879997652,,114.45710350002628,114.47334879997652,114.95609649998369,114.95609649998369,114.97380749997683,115.5730179999955,left,-20.0,0,0,0.6056364999967627,115.25656770000933,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
93,0.5,20.0,115.58933009998873,,115.57323640002869,115.58933009998873,116.07270630000858,116.07270630000858,116.08931150002172,116.79066940001212,left,-20.0,1,1,0.7029670000192709,116.37235369998962,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
94,0.5,20.0,116.80682930001058,,116.79087209998397,116.80682930001058,117.30582609999692,117.30582609999692,117.30582609999692,117.73906089999946,left,-20.0,0,0,0.42492909997235984,117.60706409998238,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
95,0.5,20.0,117.75550580001436,,117.73923639999703,117.75550580001436,118.24068390001776,118.24068390001776,118.25731259997701,118.7898912000237,left,-20.0,0,0,0.5384107999852858,118.53875020000851,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
96,0.5,20.0,118.80618160002632,,118.79010079998989,118.80618160002632,119.3062364999787,119.3062364999787,119.3062364999787,119.83868220000295,left,-20.0,0,0,0.5274225000175647,119.6054909999948,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
97,0.5,20.0,119.85525289998623,,119.83888120000483,119.85525289998623,120.33922580000944,120.33922580000944,120.35569519997807,120.97282620001351,left,-20.0,0,0,0.6324687000014819,120.63854429998901,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
98,0.5,20.0,120.9889159000013,,120.97300749999704,120.9889159000013,121.4886189000099,121.4886189000099,121.4886189000099,122.1054121000343,right,20.0,0,0,0.6017609999980778,121.7891109000193,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
99,0.5,20.0,122.1221014999901,,122.10560980002629,122.1221014999901,122.60557830001926,122.60557830001926,122.62274690001504,123.37241419998463,left,-20.0,1,1,0.7582856999943033,122.90523909998592,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
100,0.5,20.0,123.38857140002074,,123.37258800002746,123.38857140002074,123.87210269999923,123.87210269999923,123.88863780000247,124.30524190003052,right,20.0,1,1,0.4214233999955468,124.17295819998253,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
101,0.5,20.0,124.32176530000288,,124.30541650002124,124.32176530000288,124.80501810001442,124.80501810001442,124.82169299997622,125.5055608000257,right,20.0,1,1,0.6875340999686159,125.10491900000488,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
102,0.5,19.5,125.52153440000257,,125.5058982000337,125.52153440000257,126.00427949998993,126.00427949998993,126.02145370002836,126.85534359997837,left,-19.5,0,0,0.8398892999975942,126.30489919998217,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
103,0.5,20.0,126.8725363999838,,126.85552580002695,126.8725363999838,127.3542979999911,127.3542979999911,127.38734060002025,128.03764940000838,right,20.0,0,0,0.6730143000022508,127.65494690003106,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
104,0.5,20.0,128.0541650999803,,128.03788100002566,128.0541650999803,128.538775300025,128.538775300025,128.5554030999774,129.18780539999716,right,20.0,1,1,0.6391957000014372,128.85390639997786,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
105,0.5,20.0,129.2048391000135,,129.18801300000632,129.2048391000135,129.68757720000576,129.68757720000576,129.7040550999809,130.33847980003338,right,20.0,1,1,0.6349284999887459,129.98706900002435,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
106,0.5,20.0,130.35410440003034,,130.3386807999923,130.35410440003034,130.85349090001546,130.85349090001546,130.85349090001546,131.55578130000504,left,-20.0,0,0,0.6859506000182591,131.15408050001133,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
107,0.5,20.0,131.56991840002593,,131.55598910001572,131.56991840002593,132.07065730000613,132.07065730000613,132.07065730000613,132.7052558999858,right,20.0,1,1,0.6176457999972627,132.3711049000267,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
108,0.5,20.0,132.72132240002975,,132.70550149999326,132.72132240002975,133.21983220003312,133.21983220003312,133.21983220003312,133.85355220001657,right,20.0,0,0,0.6205691999639384,133.52124079997884,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
109,0.5,20.0,133.87034850002965,,133.85377739998512,133.87034850002965,134.35397709999233,134.35397709999233,134.37011429999257,134.9036141000106,left,-20.0,0,0,0.547598899982404,134.6695995000191,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
110,0.5,20.0,134.9211463999818,,134.90378839999903,134.9211463999818,135.40268150001066,135.40268150001066,135.43673409998883,135.88675790000707,right,20.0,0,0,0.48204919998534024,135.70384370000102,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
111,0.5,20.0,135.90272620000178,,135.88697530003265,135.90272620000178,136.4027135000215,136.4027135000215,136.4027135000215,137.56978279998293,left,-20.0,1,1,1.1509803000371903,136.702789700008,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
112,0.5,20.0,137.58599849999882,,137.57000810001045,137.58599849999882,138.06886970001506,138.06886970001506,138.08684220002033,138.770377799985,right,20.0,1,1,0.6918581000063568,138.3701369999908,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
113,0.5,20.0,138.78662259998964,,138.77055160002783,138.78662259998964,139.2855102000176,139.2855102000176,139.30211180000333,139.93642610003008,right,20.0,1,1,0.6458502999739721,139.58596019999823,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
114,0.5,19.5,139.95271009998396,,139.9366409999784,139.95271009998396,140.43633180001052,140.43633180001052,140.45222269999795,141.23528120003175,right,19.5,1,1,0.7939304999890737,140.75220160000026,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
115,0.5,19.5,141.2528602000093,,141.23545530001866,141.2528602000093,141.73576110001886,141.73576110001886,141.75177470000926,142.87064600002486,right,19.5,1,1,1.1326864999718964,142.03575989999808,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
116,0.5,19.5,142.88541260000784,,142.8708864999935,142.88541260000784,143.38508580002235,143.38508580002235,143.38508580002235,144.25182389997644,left,-19.5,0,0,0.8617444999981672,143.68652240000665,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
117,0.5,20.0,144.26799989998108,,144.25203989999136,144.26799989998108,144.7516865999787,144.7516865999787,144.7682208000333,145.40298210002948,left,-20.0,1,1,0.6396595999831334,145.05151690001367,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
118,0.5,20.0,145.41940790001536,,145.40322570002172,145.41940790001536,145.9014860999887,145.9014860999887,145.9354936000309,147.05191099998774,left,-20.0,0,0,1.1482904000440612,146.20083149999846,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
119,0.5,20.0,147.0690969999996,,147.0520907000173,147.0690969999996,147.5681426000083,147.5681426000083,147.58481530001154,148.38528829999268,right,20.0,0,0,0.8161979999858886,147.8685489000054,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
120,0.5,20.0,148.40165910002543,,148.38554629997816,148.40165910002543,148.88473059999524,148.88473059999524,148.90034709998872,149.53464149998035,left,-20.0,0,0,0.6340437000035308,149.1839295999962,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
121,0.5,20.0,149.5509383000317,,149.53484390000813,149.5509383000317,150.03383590001613,150.03383590001613,150.0503977999906,151.06759990000864,right,20.0,1,1,1.0212881999905221,150.3336610000115,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
122,0.5,20.0,151.08350180002162,,151.06780610000715,151.08350180002162,151.56741299998248,151.56741299998248,151.58381290000398,152.46691960003227,left,-20.0,1,1,0.8947112999740057,151.86743320000824,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
123,0.5,20.0,152.4836120000109,,152.4670947000268,152.4836120000109,152.96673390001524,152.96673390001524,152.9834457000252,153.83342670003185,right,20.0,0,0,0.8629481000243686,153.26662210002542,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
124,0.5,20.0,153.85061500000302,,153.8336333000334,153.85061500000302,154.33351909997873,154.33351909997873,154.35045560001163,154.78366770001594,right,20.0,1,1,0.44093009998323396,154.63354359997902,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
125,0.5,20.0,154.80064859997947,,154.78384990000632,154.80064859997947,155.28361919999588,155.28361919999588,155.29945540003246,155.79950459999964,right,20.0,1,1,0.5111144999973476,155.58368879999034,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
126,0.5,20.0,155.81729450001149,,155.79967869998654,155.81729450001149,156.29935570003,156.29935570003,156.33377050003037,156.99975770001765,left,-20.0,0,0,0.6863669999875128,156.60035670001525,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
127,0.5,20.0,157.01595680002356,,157.00005010003224,157.01595680002356,157.49973149999278,157.49973149999278,157.51639770000475,158.015799899993,right,20.0,1,1,0.5117417000001296,157.79957370000193,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
128,0.5,20.0,158.03339320002124,,158.01598810002906,158.03339320002124,158.5159466000041,158.5159466000041,158.5323565999861,159.0329263000167,right,20.0,0,0,0.5047598000383005,158.81678340001963,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
129,0.5,20.0,159.049211799982,,159.03313110000454,159.049211799982,159.532741300005,159.532741300005,159.549815699982,160.06703059998108,right,20.0,1,1,0.5279967000242323,159.83256439998513,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
130,0.5,20.0,160.08275950001553,,160.06737720000092,160.08275950001553,160.56627619999927,160.56627619999927,160.58274660003372,161.29945390002104,left,-20.0,0,0,0.7217176000121981,160.86531580000883,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
131,0.5,20.0,161.315874300024,,161.29963219998172,161.315874300024,161.81490130000748,161.81490130000748,161.81490130000748,162.4160854999791,right,20.0,1,1,0.5911383000202477,162.11676330002956,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
132,0.5,20.0,162.43241359997774,,162.41630789998453,162.43241359997774,162.91682510002283,162.91682510002283,162.93208130000858,163.28225990000647,right,20.0,0,0,0.36409570003161207,163.23185460001696,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
133,0.5,20.0,163.29872479999904,,163.282426699996,163.29872479999904,163.78399810002884,163.78399810002884,163.7991774000111,164.26558659999864,right,20.0,1,1,0.4804690000019036,164.09820720000425,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
134,0.5,20.0,164.28159989998676,,164.26579919998767,164.28159989998676,164.76567330001853,164.76567330001853,164.78256080002757,165.26519689999986,left,-20.0,0,0,0.4907283000065945,165.06531769997673,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
135,0.5,20.0,165.2811112999916,,165.2654268000042,165.2811112999916,165.76429680001456,165.76429680001456,165.7812556999852,166.197897200007,right,20.0,1,1,0.4300251000095159,166.06444600003306,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
136,0.5,20.0,166.21563069999684,,166.19809780002106,166.21563069999684,166.6980053000152,166.6980053000152,166.71483140002238,167.1654273000313,right,20.0,0,0,0.45349240000359714,166.9978389000171,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
137,0.5,20.0,167.18082270002924,,167.16560609999578,167.18082270002924,167.6646537000197,167.6646537000197,167.68111220002174,168.24771090003196,right,20.0,0,0,0.5727945999824442,167.9644386,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
138,0.5,20.0,168.2644371999777,,168.2479120999924,168.2644371999777,168.74833010003204,168.74833010003204,168.76498199999332,169.09785100002773,left,-20.0,0,0,0.34860730002401397,169.04795279999962,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
139,0.5,20.0,169.1137860000017,,169.09808690001955,169.1137860000017,169.59787599998526,169.59787599998526,169.61469479999505,170.18134429998463,left,-20.0,0,0,0.5669536999776028,169.89757969998755,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
140,0.5,20.0,170.19754060002742,,170.18156410002848,170.19754060002742,170.68134120001923,170.68134120001923,170.6986810999806,171.14753750001546,left,-20.0,0,0,0.45364850002806634,170.9808948999853,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
141,0.5,20.0,171.1639205000247,,171.1477476999862,171.1639205000247,171.64692790003028,171.64692790003028,171.6650446000276,172.01453869999386,left,-20.0,1,1,0.3644412999856286,171.94668160000583,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
142,0.5,20.0,172.03003419999732,,172.0148403000203,172.03003419999732,172.53051180002512,172.53051180002512,172.53051180002512,173.1299725000281,left,-20.0,1,1,0.5959570999839343,172.83003120002104,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
143,0.5,20.0,173.14837950002402,,173.130148700031,173.14837950002402,173.62986270000692,173.62986270000692,173.6631827999954,174.54695250000805,left,-20.0,0,0,0.906870800012257,173.93174820003333,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
144,0.5,20.0,174.56279270001687,,174.5471692000283,174.56279270001687,175.04757529997732,175.04757529997732,175.06300050002756,176.16402309999103,left,-20.0,0,0,1.1031995000084862,175.36350959999254,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
145,0.5,20.0,176.18198960000882,,176.16427379997913,176.18198960000882,176.66461710003205,176.66461710003205,176.68111449998105,177.08003559999634,left,-20.0,0,0,0.40391220001038164,176.97976469999412,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
146,0.5,20.0,177.09625900001265,,177.0802502000006,177.09625900001265,177.57929429999785,177.57929429999785,177.5959664999973,177.9963666999829,left,-20.0,1,1,0.4121309000183828,177.87936670001363,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
147,0.5,20.0,178.012509400025,,177.99658440001076,178.012509400025,178.49557510000886,178.49557510000886,178.51320500002475,179.07925920002162,right,20.0,1,1,0.5810971999890171,178.79591480002273,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
148,0.5,20.0,179.09655369998654,,179.0794419000158,179.09655369998654,179.57896499999333,179.57896499999333,179.59567720000632,180.04731980001088,right,20.0,0,0,0.45353369996882975,179.87944970000535,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
149,0.5,20.0,180.06344940001145,,180.0475283000269,180.06344940001145,180.5620712999953,180.5620712999953,180.5798171000206,180.9289508999791,right,20.0,1,1,0.3620997000252828,180.86313339998014,654744,001,2025-09-04_17h13.59.925,adaptive staircasepsyexp,,2025.1.1,59.44349005064604,2025-09-04 17h14.06.046583 +0530,
